CAMPAIGN_ID,CAMPAIGN_NAME,START_DATE,END_DATE,BUDGET,CHANNEL,STATUS,TARGET_AUDIENCE,CREATED_AT
780,Seasonal Promotion 695,2024-11-26,2024-12-02,95123.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
781,Seasonal Promotion 696,2024-11-27,2024-12-04,73810.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
782,Seasonal Promotion 697,2024-11-28,2024-12-06,21915.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
783,Seasonal Promotion 698,2024-11-29,2024-12-08,92702.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
784,Seasonal Promotion 699,2024-11-30,2024-12-10,50413.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
785,Seasonal Promotion 700,2024-12-01,2024-12-12,82793.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
786,Seasonal Promotion 701,2024-12-02,2024-12-14,55032.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
787,Seasonal Promotion 702,2024-12-03,2024-12-16,37773.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
788,Seasonal Promotion 703,2024-12-04,2024-12-18,22384.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
789,Seasonal Promotion 704,2024-12-05,2024-12-20,92696.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
790,Seasonal Promotion 705,2024-12-06,2024-12-22,81430.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
791,Seasonal Promotion 706,2024-12-07,2024-12-24,56102.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
792,Seasonal Promotion 707,2024-12-08,2024-12-26,15443.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
793,Seasonal Promotion 708,2024-12-09,2024-12-28,95305.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
794,Seasonal Promotion 709,2024-12-10,2024-12-30,40710.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
795,Seasonal Promotion 710,2024-12-11,2025-01-01,31113.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
796,Seasonal Promotion 711,2024-12-12,2025-01-03,12079.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
797,Seasonal Promotion 712,2024-12-13,2025-01-05,33306.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
798,Seasonal Promotion 713,2024-12-14,2025-01-07,56063.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
799,Seasonal Promotion 714,2024-12-15,2025-01-09,17555.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
800,Seasonal Promotion 715,2024-12-16,2025-01-11,58937.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
801,Seasonal Promotion 716,2024-12-17,2025-01-13,74932.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
802,Seasonal Promotion 717,2024-12-18,2025-01-15,52655.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
803,Seasonal Promotion 718,2024-12-19,2025-01-17,40040.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
804,Seasonal Promotion 719,2024-12-20,2025-01-19,44374.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
805,Seasonal Promotion 720,2024-12-21,2024-12-22,80427.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
806,Seasonal Promotion 721,2024-12-22,2024-12-24,20017.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
807,Seasonal Promotion 722,2024-12-23,2024-12-26,83602.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
808,Seasonal Promotion 723,2024-12-24,2024-12-28,89725.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
809,Seasonal Promotion 724,2024-12-25,2024-12-30,38113.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
810,Seasonal Promotion 725,2024-12-26,2025-01-01,23344.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
811,Seasonal Promotion 726,2024-12-27,2025-01-03,60239.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
812,Seasonal Promotion 727,2024-12-28,2025-01-05,82109.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
813,Seasonal Promotion 728,2024-12-29,2025-01-07,53014.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
814,Seasonal Promotion 729,2024-12-30,2025-01-09,71288.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
815,Seasonal Promotion 730,2024-01-01,2024-01-12,14296.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
816,Seasonal Promotion 731,2024-01-02,2024-01-14,53459.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
817,Seasonal Promotion 732,2024-01-03,2024-01-16,24133.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
818,Seasonal Promotion 733,2024-01-04,2024-01-18,89289.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
819,Seasonal Promotion 734,2024-01-05,2024-01-20,68548.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
820,Seasonal Promotion 735,2024-01-06,2024-01-22,79005.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
821,Seasonal Promotion 736,2024-01-07,2024-01-24,43452.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
822,Seasonal Promotion 737,2024-01-08,2024-01-26,22920.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
823,Seasonal Promotion 738,2024-01-09,2024-01-28,32133.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
824,Seasonal Promotion 739,2024-01-10,2024-01-30,15140.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
825,Seasonal Promotion 740,2024-01-11,2024-02-01,78229.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
826,Seasonal Promotion 741,2024-01-12,2024-02-03,65075.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
827,Seasonal Promotion 742,2024-01-13,2024-02-05,62303.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
828,Seasonal Promotion 743,2024-01-14,2024-02-07,25368.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
829,Seasonal Promotion 744,2024-01-15,2024-02-09,20603.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
830,Seasonal Promotion 745,2024-01-16,2024-02-11,83189.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
831,Seasonal Promotion 746,2024-01-17,2024-02-13,30545.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
832,Seasonal Promotion 747,2024-01-18,2024-02-15,77084.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
833,Seasonal Promotion 748,2024-01-19,2024-02-17,44747.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
834,Seasonal Promotion 749,2024-01-20,2024-02-19,87353.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
835,Seasonal Promotion 750,2024-01-21,2024-01-22,51035.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
836,Seasonal Promotion 751,2024-01-22,2024-01-24,56864.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
837,Seasonal Promotion 752,2024-01-23,2024-01-26,58670.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
838,Seasonal Promotion 753,2024-01-24,2024-01-28,51966.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
839,Seasonal Promotion 754,2024-01-25,2024-01-30,69024.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
840,Seasonal Promotion 755,2024-01-26,2024-02-01,54230.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
841,Seasonal Promotion 756,2024-01-27,2024-02-03,88472.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
842,Seasonal Promotion 757,2024-01-28,2024-02-05,74311.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
843,Seasonal Promotion 758,2024-01-29,2024-02-07,92346.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
844,Seasonal Promotion 759,2024-01-30,2024-02-09,36399.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
845,Seasonal Promotion 760,2024-01-31,2024-02-11,71448.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
846,Seasonal Promotion 761,2024-02-01,2024-02-13,79940.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
847,Seasonal Promotion 762,2024-02-02,2024-02-15,81323.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
848,Seasonal Promotion 763,2024-02-03,2024-02-17,10367.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
849,Seasonal Promotion 764,2024-02-04,2024-02-19,42104.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
850,Seasonal Promotion 765,2024-02-05,2024-02-21,37903.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
851,Seasonal Promotion 766,2024-02-06,2024-02-23,32732.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
852,Seasonal Promotion 767,2024-02-07,2024-02-25,60897.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
853,Seasonal Promotion 768,2024-02-08,2024-02-27,86747.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
854,Seasonal Promotion 769,2024-02-09,2024-02-29,56691.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
855,Seasonal Promotion 770,2024-02-10,2024-03-02,57900.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
856,Seasonal Promotion 771,2024-02-11,2024-03-04,20469.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
857,Seasonal Promotion 772,2024-02-12,2024-03-06,25349.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
858,Seasonal Promotion 773,2024-02-13,2024-03-08,54062.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
859,Seasonal Promotion 774,2024-02-14,2024-03-10,18959.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
860,Seasonal Promotion 775,2024-02-15,2024-03-12,51366.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
861,Seasonal Promotion 776,2024-02-16,2024-03-14,87751.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
862,Seasonal Promotion 777,2024-02-17,2024-03-16,46768.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
863,Seasonal Promotion 778,2024-02-18,2024-03-18,80816.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
864,Seasonal Promotion 779,2024-02-19,2024-03-20,54376.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
865,Seasonal Promotion 780,2024-02-20,2024-02-21,43941.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
866,Seasonal Promotion 781,2024-02-21,2024-02-23,82638.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
867,Seasonal Promotion 782,2024-02-22,2024-02-25,97806.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
868,Seasonal Promotion 783,2024-02-23,2024-02-27,81201.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
869,Seasonal Promotion 784,2024-02-24,2024-02-29,32472.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
870,Seasonal Promotion 785,2024-02-25,2024-03-02,91533.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
871,Seasonal Promotion 786,2024-02-26,2024-03-04,30788.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
872,Seasonal Promotion 787,2024-02-27,2024-03-06,94878.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
873,Seasonal Promotion 788,2024-02-28,2024-03-08,59127.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
874,Seasonal Promotion 789,2024-02-29,2024-03-10,27646.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
875,Seasonal Promotion 790,2024-03-01,2024-03-12,30377.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
876,Seasonal Promotion 791,2024-03-02,2024-03-14,77211.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
877,Seasonal Promotion 792,2024-03-03,2024-03-16,22865.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
878,Seasonal Promotion 793,2024-03-04,2024-03-18,37800.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
879,Seasonal Promotion 794,2024-03-05,2024-03-20,77002.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
880,Seasonal Promotion 795,2024-03-06,2024-03-22,96055.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
881,Seasonal Promotion 796,2024-03-07,2024-03-24,59112.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
882,Seasonal Promotion 797,2024-03-08,2024-03-26,94122.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
883,Seasonal Promotion 798,2024-03-09,2024-03-28,83872.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
884,Seasonal Promotion 799,2024-03-10,2024-03-30,84172.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
885,Seasonal Promotion 800,2024-03-11,2024-04-01,79457.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
886,Seasonal Promotion 801,2024-03-12,2024-04-03,10545.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
887,Seasonal Promotion 802,2024-03-13,2024-04-05,82902.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
888,Seasonal Promotion 803,2024-03-14,2024-04-07,62349.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
889,Seasonal Promotion 804,2024-03-15,2024-04-09,17632.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
890,Seasonal Promotion 805,2024-03-16,2024-04-11,87870.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
891,Seasonal Promotion 806,2024-03-17,2024-04-13,66061.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
892,Seasonal Promotion 807,2024-03-18,2024-04-15,21844.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
893,Seasonal Promotion 808,2024-03-19,2024-04-17,84578.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
894,Seasonal Promotion 809,2024-03-20,2024-04-19,70682.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
895,Seasonal Promotion 810,2024-03-21,2024-03-22,56099.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
896,Seasonal Promotion 811,2024-03-22,2024-03-24,96837.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
897,Seasonal Promotion 812,2024-03-23,2024-03-26,10871.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
898,Seasonal Promotion 813,2024-03-24,2024-03-28,12569.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
899,Seasonal Promotion 814,2024-03-25,2024-03-30,84941.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
900,Seasonal Promotion 815,2024-03-26,2024-04-01,10139.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
901,Seasonal Promotion 816,2024-03-27,2024-04-03,52636.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
902,Seasonal Promotion 817,2024-03-28,2024-04-05,14870.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
903,Seasonal Promotion 818,2024-03-29,2024-04-07,19390.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
904,Seasonal Promotion 819,2024-03-30,2024-04-09,15923.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
905,Seasonal Promotion 820,2024-03-31,2024-04-11,41350.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
906,Seasonal Promotion 821,2024-04-01,2024-04-13,78838.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
907,Seasonal Promotion 822,2024-04-02,2024-04-15,88142.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
908,Seasonal Promotion 823,2024-04-03,2024-04-17,47537.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
909,Seasonal Promotion 824,2024-04-04,2024-04-19,98841.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
910,Seasonal Promotion 825,2024-04-05,2024-04-21,39930.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
911,Seasonal Promotion 826,2024-04-06,2024-04-23,78319.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
912,Seasonal Promotion 827,2024-04-07,2024-04-25,48734.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
913,Seasonal Promotion 828,2024-04-08,2024-04-27,28536.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
914,Seasonal Promotion 829,2024-04-09,2024-04-29,90084.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
915,Seasonal Promotion 830,2024-04-10,2024-05-01,83587.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
916,Seasonal Promotion 831,2024-04-11,2024-05-03,38465.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
917,Seasonal Promotion 832,2024-04-12,2024-05-05,97206.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
918,Seasonal Promotion 833,2024-04-13,2024-05-07,36732.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
919,Seasonal Promotion 834,2024-04-14,2024-05-09,26318.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
920,Seasonal Promotion 835,2024-04-15,2024-05-11,78304.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
921,Seasonal Promotion 836,2024-04-16,2024-05-13,26915.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
922,Seasonal Promotion 837,2024-04-17,2024-05-15,70304.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
923,Seasonal Promotion 838,2024-04-18,2024-05-17,25303.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
924,Seasonal Promotion 839,2024-04-19,2024-05-19,83163.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
925,Seasonal Promotion 840,2024-04-20,2024-04-21,94284.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
926,Seasonal Promotion 841,2024-04-21,2024-04-23,40603.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
927,Seasonal Promotion 842,2024-04-22,2024-04-25,22783.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
928,Seasonal Promotion 843,2024-04-23,2024-04-27,81008.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
929,Seasonal Promotion 844,2024-04-24,2024-04-29,83860.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
930,Seasonal Promotion 845,2024-04-25,2024-05-01,49252.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
931,Seasonal Promotion 846,2024-04-26,2024-05-03,18059.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
932,Seasonal Promotion 847,2024-04-27,2024-05-05,63454.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
933,Seasonal Promotion 848,2024-04-28,2024-05-07,84587.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
934,Seasonal Promotion 849,2024-04-29,2024-05-09,38957.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
935,Seasonal Promotion 850,2024-04-30,2024-05-11,24807.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
936,Seasonal Promotion 851,2024-05-01,2024-05-13,29568.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
937,Seasonal Promotion 852,2024-05-02,2024-05-15,73827.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
938,Seasonal Promotion 853,2024-05-03,2024-05-17,52921.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
939,Seasonal Promotion 854,2024-05-04,2024-05-19,46012.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
940,Seasonal Promotion 855,2024-05-05,2024-05-21,37450.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
941,Seasonal Promotion 856,2024-05-06,2024-05-23,45061.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
942,Seasonal Promotion 857,2024-05-07,2024-05-25,14501.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
943,Seasonal Promotion 858,2024-05-08,2024-05-27,73990.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
944,Seasonal Promotion 859,2024-05-09,2024-05-29,27730.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
945,Seasonal Promotion 860,2024-05-10,2024-05-31,56145.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
946,Seasonal Promotion 861,2024-05-11,2024-06-02,36385.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
947,Seasonal Promotion 862,2024-05-12,2024-06-04,59942.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
948,Seasonal Promotion 863,2024-05-13,2024-06-06,22827.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
949,Seasonal Promotion 864,2024-05-14,2024-06-08,75945.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
950,Seasonal Promotion 865,2024-05-15,2024-06-10,40112.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
951,Seasonal Promotion 866,2024-05-16,2024-06-12,69308.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
952,Seasonal Promotion 867,2024-05-17,2024-06-14,29549.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
953,Seasonal Promotion 868,2024-05-18,2024-06-16,79275.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
954,Seasonal Promotion 869,2024-05-19,2024-06-18,20252.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
955,Seasonal Promotion 870,2024-05-20,2024-05-21,94995.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
956,Seasonal Promotion 871,2024-05-21,2024-05-23,22808.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
957,Seasonal Promotion 872,2024-05-22,2024-05-25,37161.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
958,Seasonal Promotion 873,2024-05-23,2024-05-27,24700.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
959,Seasonal Promotion 874,2024-05-24,2024-05-29,50446.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
960,Seasonal Promotion 875,2024-05-25,2024-05-31,88643.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
961,Seasonal Promotion 876,2024-05-26,2024-06-02,75525.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
962,Seasonal Promotion 877,2024-05-27,2024-06-04,25996.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
963,Seasonal Promotion 878,2024-05-28,2024-06-06,72366.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
964,Seasonal Promotion 879,2024-05-29,2024-06-08,37240.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
965,Seasonal Promotion 880,2024-05-30,2024-06-10,38757.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
966,Seasonal Promotion 881,2024-05-31,2024-06-12,27627.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
967,Seasonal Promotion 882,2024-06-01,2024-06-14,86026.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
968,Seasonal Promotion 883,2024-06-02,2024-06-16,50388.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
969,Seasonal Promotion 884,2024-06-03,2024-06-18,97082.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
970,Seasonal Promotion 885,2024-06-04,2024-06-20,73625.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
971,Seasonal Promotion 886,2024-06-05,2024-06-22,64351.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
972,Seasonal Promotion 887,2024-06-06,2024-06-24,82450.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
973,Seasonal Promotion 888,2024-06-07,2024-06-26,70492.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
974,Seasonal Promotion 889,2024-06-08,2024-06-28,69684.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
975,Seasonal Promotion 890,2024-06-09,2024-06-30,17104.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
976,Seasonal Promotion 891,2024-06-10,2024-07-02,71390.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
977,Seasonal Promotion 892,2024-06-11,2024-07-04,50226.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
978,Seasonal Promotion 893,2024-06-12,2024-07-06,43726.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
979,Seasonal Promotion 894,2024-06-13,2024-07-08,62732.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
980,Seasonal Promotion 895,2024-06-14,2024-07-10,85648.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
981,Seasonal Promotion 896,2024-06-15,2024-07-12,81503.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
982,Seasonal Promotion 897,2024-06-16,2024-07-14,86898.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
983,Seasonal Promotion 898,2024-06-17,2024-07-16,35029.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
984,Seasonal Promotion 899,2024-06-18,2024-07-18,98626.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
985,Seasonal Promotion 900,2024-06-19,2024-06-20,55138.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
986,Seasonal Promotion 901,2024-06-20,2024-06-22,30297.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
987,Seasonal Promotion 902,2024-06-21,2024-06-24,34394.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
988,Seasonal Promotion 903,2024-06-22,2024-06-26,79454.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
989,Seasonal Promotion 904,2024-06-23,2024-06-28,48529.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
990,Seasonal Promotion 905,2024-06-24,2024-06-30,49325.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
991,Seasonal Promotion 906,2024-06-25,2024-07-02,38308.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
992,Seasonal Promotion 907,2024-06-26,2024-07-04,12069.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
993,Seasonal Promotion 908,2024-06-27,2024-07-06,50179.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
994,Seasonal Promotion 909,2024-06-28,2024-07-08,25770.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
995,Seasonal Promotion 910,2024-06-29,2024-07-10,77379.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
996,Seasonal Promotion 911,2024-06-30,2024-07-12,94033.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
997,Seasonal Promotion 912,2024-07-01,2024-07-14,47420.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
998,Seasonal Promotion 913,2024-07-02,2024-07-16,95843.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
999,Seasonal Promotion 914,2024-07-03,2024-07-18,76429.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1000,Seasonal Promotion 915,2024-07-04,2024-07-20,64145.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1001,Seasonal Promotion 916,2024-07-05,2024-07-22,21691.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1002,Seasonal Promotion 917,2024-07-06,2024-07-24,49154.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1003,Seasonal Promotion 918,2024-07-07,2024-07-26,46095.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1004,Seasonal Promotion 919,2024-07-08,2024-07-28,44385.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1005,Seasonal Promotion 920,2024-07-09,2024-07-30,58749.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1006,Seasonal Promotion 921,2024-07-10,2024-08-01,50971.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1007,Seasonal Promotion 922,2024-07-11,2024-08-03,61783.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1008,Seasonal Promotion 923,2024-07-12,2024-08-05,37517.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1009,Seasonal Promotion 924,2024-07-13,2024-08-07,13221.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
1010,Seasonal Promotion 925,2024-07-14,2024-08-09,17065.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
